,count,hate_speech,offensive_language,neither,class,tweet
628,3,0,3,5,2,"naatakapremanu ila support cheyakudadu, pollachchi prema lanti swatchamaina premanu matrame cheyali."
629,3,0,3,5,2,annie nizanga navvina vadila pettandi.
630,3,1,2,5,2,0:23 ANY ONE  NOTICE  X- MEN DARK PHONIX MOVIE  BGM......
631,3,0,0,5,2,prabhudeva nadaka o dance lantidi.
632,3,0,3,5,2,Telugu movies yaha tak pahuch gai aur bollywood wahi ka wahi reh gaya
633,3,0,3,5,2,rajani: nenu katchitanga rajakeeyalloki vastanu. jayanravi (hey) 1996 ani artham chesukunna varilage.
634,3,0,3,5,2,vijay kosam... c-center class fan a fan kante ekkuva... e cinema bar nu penchutundi
635,3,0,2,5,2,manam tavayanathudini nammali.
636,3,0,3,5,2,reverse lo edustu snanam chestu navvutunnadu. idi hasyaspadanga vundi bro.
637,3,0,3,5,2,"
amy jackson is looking very different,"
638,3,0,1,5,2,1:21 a sinimalo theaterlo nenu nijanga navvana?
639,3,0,3,5,2,naa tarafuna 50 mandiki tickets ichcharu. sangeetham inkasta bagundedi...
640,6,0,3,5,2,Looks promising but release ayyaka bagundha ledha ani telustundhi
641,3,0,3,5,2,"dalita palle parai drama love gang chandra prajala tharapuna whip istunna agravarna prajalaina tevar, iyer, kongu veerakudi vellalar, mudaliar la tarafun e chitraniki abhinandana."
642,3,0,3,5,2,last 3days  trending no 1
643,6,0,3,5,2,"amun chettunu natite chalu batakalani mee annayya chebite try cheyandi. appudu velli mee tammudi natyaniki tala vanchandi. #Veeramulla goundan da... kongu vellala gounder ."
644,6,0,3,5,2,Rajini kanth. Fans hit like here
645,3,0,3,5,2,Superb trailer.. fantastic imagination... well done
646,3,0,3,5,2,"cherupadi to kuruma, kunjit romantic drama group.. day, miru ikkadaku vacharu, miru ikapai mee ataloki vellaru"
647,3,0,3,5,2,ilayadalapati purachchidapathi ilaya #super star inkenni aksharalu unnaa ranade aksharalu untayi
648,6,0,3,5,2,"Music is awesome -Leon James.....this likes kosam useless guys,,,stop this nonsense.......leon"
649,3,0,3,5,2,"Music is awesome -Leon James.....dei this likes kaaga useless guys,,,stop this nonsense.......leon"
650,3,0,6,5,2,Ayyo nani gaaru iru class kanna class andi
651,3,0,3,5,2,e cinema ghana vijayam sadhinchinanduku pulam ur tarafun abhinandana.
652,3,0,3,5,2,Rey dummy Sk pans trailer ila untundi ra
653,3,0,3,5,2,purim sweets tinalante ippudem cheyaali.... anirudh bgm back ground lo prayaninchadu
654,3,0,3,5,2,"My Aaaaya is Joseph , My Thaaatha is Joseph :P"
655,3,0,3,5,2,cinema nadustundo ledo kani hero cinema tiyalsinde. dhanush ala chestunnadante ayanaku special selute.
656,3,0,3,5,2,vere level Dasara adhbutham 
657,3,0,3,5,2,All the very best  jr NTR sir from Suriya fans   Hit podunga   NTR fans like podunga
658,3,0,3,5,2,edo oka roju cinema chustanani anukuntadu.
659,3,0,1,5,2,cinema chusi malli trailer chudu.
660,3,1,2,5,2,meeru nidrapothunnappudu yantram vipe enny millions views vacchayo....
661,3,1,2,5,2,"jeevitamlo em cheyalo inka nirnayinchukoledu. nenu danini kanugontunnappudu, avasaramaina variki nenu sahayam chestunnanu. nenu panikiranani vaaru anukokuddu. tala<3"
662,3,0,3,5,2,Anthaku minchi  I like so much
663,3,0,3,5,2,hip hop evaru chustunnaro okka mata kuda matladadu.
664,3,0,3,5,2,vijay fan movie superb teligga vadileddama!!!!!!!!!!!!!!!
665,3,0,3,5,2,"gvp marosari <3! best wishes dhanush sar, versatile director vetrimaran sar"
666,3,0,3,5,2,ikapai best quality incidents choodbothunnaru.
667,3,1,2,5,2,trailer chustunnanta sepu naa gunde karu engine laga kottukundi.
668,3,0,3,5,2,vinikidi adharanga okari vishvasaniyatanu anumanistunnaru. tala power full dialogue..
669,6,0,3,5,2,wow idi adduthanga vundi..... idoka mass celebration lantidi.
670,3,0,3,5,2,Masss suriya Anna u r rocking 
671,3,1,2,5,2,"boss miru ala chebite, miru chappatlu kottenatle. ikaa nunchi idi prananthak mass kabothondi."
672,3,1,2,5,2,intaki aa scene enti? mammalni chusi murkuluga chestunnaru. karu sixer nu dheekottinappudu..
673,3,0,3,5,2,"idi chudataniki thrilling ga vundi, ajith kosam"
674,3,1,0,5,2,"inta adbhutamaina trailer inthaku mundennadu chudaledu. deeniki 8,500 diss likes vachayante nammashakyam kadu. variki sigguchetu."
675,3,0,3,5,2,e cinema vijayayam sadhinchinanduku abhinandana... e siniman vijayavantham cheyadam mana kartavyam...
676,3,1,2,5,2,ikkada pa.ranjith nu vimarshimche pichivadu unnademo anipistundi.. cinema failure chandra abhinandana teliparu.
677,3,0,3,5,2,allarilo nipunudaina veshya kumarudiki gaddam
678,3,0,2,5,2,nenu mimmalni dveshistunnanu. rajinipai thappuga nindalu vestunnaru.
679,3,1,2,5,2,Ram is gonn bring goose bumps back
680,6,0,0,5,2,Super star Raini - by a die hard Kamal fan 2.0 fdfs fans hit like
681,3,0,3,5,2,e cinema vijayayam sadhinchinanduku mukkalathur tarafun abhinandana teliparu.
682,3,0,1,5,2,"desamlo cinema tialek, teesi vidudala cheyaleka arthika ibbandullo unnadu... sarain intervel low siniman vidudala chentunnadi nuvvokkadive.. vidudalaina farvaledu, collections vachayi."
683,3,0,2,5,2,chaala garvanga undandi.. ekkadi nunchi vastunnaru...
684,3,2,1,5,2,happy ayat vijay anandi pillar annu
685,3,1,2,5,2,"15 ella kritam 'sar sar sar' ani ninadinchina variki, ippudu maa intlo adavallanu mosam chesi pelli cesukovalanukune variki e cinema perfect cheppulu. saruku ani cheppi sarukulu teste emavutundo cheppanavasaram ledhu."
686,3,0,3,5,2,"105 sarlu chusanu. roja, priyamani....."
687,3,0,3,5,2,1 number one Treanding kaappaan Teaser  Sarkar run kaappaan best
688,3,0,1,5,2,thirupathur jilla vanniyarla tarafun e cinema vijayavantham cavalani korukuntunnanu.
689,6,0,3,5,2,Appudey 4 years to this Masterpiece we can call ours 
690,6,0,1,5,2,Ippataki varuku nenu jersey movie choodaledhu.. today wil watch 
691,3,2,1,5,2,"E teams tho petkunte WAR one side aipodhi, btw miru e side? 
#Bahubali #RRR"
692,3,1,2,5,2,Stadium fulls aypoyayi Views aypoyayi
693,3,0,2,5,2,Yedho okati trend lo participate cheyali anthey 
694,3,0,3,5,2,Nellore chepala pulusu....Nellore chepala pulusu....Nellore chepala pulusu
695,3,0,3,5,2,"Telugu cinema related ante telugu memes esthunaru, aa facebook groups vi dimpandi friends."
696,3,2,1,5,2,Ayo sanju..
697,3,0,3,5,2,Karthi character lekapothey Na la context leni vadiki Arulmozhi Varman and ponniyin Selvan okkadey ani kuda ardhamayyedi kadu  chala parts lo unna confusion ki clarity ichadu 
698,6,0,3,5,2,Inka unay...eskunta pothe oka pedha thread eyochu  
699,3,0,3,5,2,Indulo artham kakpodaniki emundira asalu
700,3,0,3,5,2,IELTS lo 7.5+  ravadaniki tips and study plan chepandi.
701,3,0,3,5,2,Even days: Nenu enti na range enti ...Odd days: Neno mushtodni
702,3,0,0,5,2,Pattukunte Pattucheera Day 20: 1/5
703,6,0,3,5,2,"Chinnappudu e title chusi, vadiki vadey thanks enduku chepuukuntunnadu ani anukunna "
704,3,0,1,5,2,Twitter vadili dhmegedam better Da lo updates anni vastunnai
705,3,3,0,5,2,ni daggara dabbul levara inka verified eskoledu.
706,3,0,3,5,2,"Rey, chinna bhoothu vadina suspend chesthunaru bluetick account ni and amount kuda refund radhu so neat ga troll cheskovali"
708,3,0,3,5,2,Neeku chala happy ga undi kada ra...Ilanti vatiki happy ga feel ayye vallani Oora kukkalu ani antaru
709,3,0,3,5,2,Nuvve kottha idealu istunnavu ra konderripappa
710,3,1,2,5,2,Blue tick verified profiles ani pedda pedda padhaalu enduku ra..vaalledho pathuthi llaga..vaallu kooda fans ga unde kadha PR post lu dengaaru
711,3,0,3,5,2,Fanwars pettevadu e maata cheppakudadu
712,3,0,2,5,2,Refund kavali anna vallu dm ki randi or else you can stick with june screening 
713,3,0,3,5,2,Wishing you a Very Happy Birthday Bava @alluarjun. Have a great one !!
714,3,1,2,5,2,meeku mariyu mee kutumba sabhyulaku sri sobhakrit nama samvatsara ugadi subhakankshalu.
715,3,0,3,5,2,telugu cinema khyatini khandantaraluga vyapimpazasine varilo vishwanath garidi unnatamaina sthanam
716,3,0,3,5,2,Inka paduko ledha anna nuvvu 
717,3,0,3,5,2,"ayana sinimalo nrityam muripistundi, sangeetham mymarapistundi,ayana sinimalu choosetapudu ayana darshakathvam leda darshakatva parvavekshanalo mee nundi classic dance meeda oka cinema vaste bavundu ani korukune vanni, om shanti...🙏"
718,3,0,3,5,2,kalathapasvi k viswanath gaaru ikaa lare.
719,3,1,2,5,2,Namesthe anno 
720,3,0,2,5,2,good morning annaya plsss oka like or reply
721,3,0,3,5,2,Idi situation kadu okasari #Ntr30 gurinchi alochinchu anna eagerly waiting
722,3,1,2,5,2,Ayina Top 10 varaku velladam ante mamulu vishayam kaadu
723,3,0,3,5,2,baga karchupettav Tarak bad luck next idhe range lo National awards time lo spend chesi ruddhinchu workout avvachu manollani aithe easy ga manage cheyachu
724,6,0,3,5,2,nee natanaki a award venkattalenidi 
725,9,0,3,5,2,Andhariki oka hope create chesav ne acting tho #ManOfMassesNTR
726,3,1,3,5,2,Oka doubt anna.. nuvvu cheisna side actor role and over action ki Oscar osthadani nijanga nammava anna?
727,3,0,0,5,2,charitra gurinchi nuvvu telusukovadam kadu . nuvve chantralo nilichipoye antha sthayiki vellav... 
728,3,0,0,5,2,Dhini kanna childhood lo panchatrantham serial better
729,3,0,3,5,2,Worst performance by Samantha. Any other actress could have easily performed better.
730,3,0,3,5,2,Theesina bokkalu cinema ki ee hdvd ento 
731,6,2,1,5,2,Akkada dekhipoyindi ani thelsinappude ilanti thank you lu cheppalsi osthadi
732,3,0,4,5,2,Nijam ga meru chala strong women mam i love you mam 
733,6,1,2,5,2,nuvvu unte chalu cinema chusesta darling
734,6,0,0,5,2,Sintiendo mucho la perdida mis respetos y  apoyo para sus fans  y toda su familia y amigos compañeros de grupo muy triste 🇨🇴🇰🇷
735,3,0,3,5,2,bangaram lanti samantha chandra mosam chestava chai
736,3,0,3,5,2,Allu arjun gari tho elugubanti character yepiste cinema super duper hit ayyedi
737,3,0,0,5,2,nen shock lone unna sir..like pk sitting with cbn garu(i mean cbn garu serious person anko)
738,3,1,2,5,2,Neekante comedian aaa
739,3,0,3,5,2,"Equation balance avvadanikemo , both are together "
740,3,0,3,5,2,So miku Artificial intelligence avasaram vacchindi chivariki Own Intelligence ki pani pettaleka..!
741,3,0,0,5,2,"Ye puttalo ye pamu undo saar, let's give opportunity to K.A.Paul"
742,3,1,2,5,2,Dónde puedo ver este contenido 
743,3,0,2,5,2,ishtapadani varanta sam anderson abhimanule.....
744,3,0,3,5,2,intha nammakastudaina tala abhimanulaku congrats surya anna.
745,3,0,3,5,2,divangat netha colyngedner karunanidhi tana sinimallo entha matladar? ayana chanipoina tarvata kuda ippatiki andaru ayana gurinche charchinchukuntunnaru. tadupari shift chandra velladaaniki miru vimukhata chooputunnatlu telustondi.
746,3,0,3,5,2,himchi number one sthananiki cherukundi. adoka asadharanamaina cinema.
747,3,0,3,5,2,chinna addam pattukuni fanniga mukham petty comedy chestunnaru.
748,3,3,0,5,2,teri' lanti hit avutunda leka 'bhairava'nu vadulukuntama... adukundama?...
750,3,2,1,5,2,surya sinimacu inni likes
751,3,0,3,5,2,nani... avesam yokka unmadanga
752,3,0,3,5,2,90K left for 600K likes
753,3,0,3,5,2,All d best from Andhra allu Arjun fans
754,3,2,1,5,2,E year lo @ABDULSAMAD___1 gadu adina 3 matches dobbinai ahdu 2 matches adaledhu win ienam
755,3,3,0,5,2,content nu parigananaloki thisukokunda abhimanulu tama abhiman taralanu enchukuntunnaru. vaaru pattinchukovadam ledu
756,3,1,3,5,2,Nani ni kosam e trailer chudaniki vacha...
757,6,0,3,5,2,"chivaraga, a utsaham abhimanulandariki minahayimpu lekunda untundi. cinema block buster avutundi. vijay abhimanulandariki abhinandana."
758,3,0,3,5,2,cinema vijayayam sadhinchinanduku vadyar community tarafun abhinandana teliparu.
759,6,0,3,5,2,youtube lo prajala tv karyakramalanu veekshinchi tensuvya tamil gunatamil kundramlo algan tamil tamilam gurinchi telusukovadaniki dhanyavaadaalu.
760,3,0,3,5,2,Arey pooka .......Abhishek ni opening lo pettandi ra 
761,3,0,2,5,2,Hai Nani Annayya...I'm DHFN Okkasari mimmalni chudalani vundhi Annaya chala rojula nunchi wait chesthunna
762,3,0,6,5,2,"Memu chepte matram chestaru entra meeru...Aa washing machine gadu, Aa run machine ni matrame unchutaru."
763,3,0,3,5,2,Such a cute pic...Happy birthday Arjun...malli inko theatre lo kalusthaanemo :-D
764,3,0,0,5,2,"Daari choopisthaavani, Dummu lepathaavani Mana chittoorollantha Veyyi kanlatho yeduruchoostha vundaamu. "
765,3,0,0,5,2,Bhuvi ka photo lagake uska nam nehi likha kya ch# admin he
766,3,0,3,5,2,Without font vadhalandi ra
767,3,0,3,5,2,Nani anna zindabad 
768,3,0,3,5,2,Inner feeling idharidhi vere untadhi le 
770,3,0,2,5,2,Urgent ga writer aipo anna
771,3,2,1,5,2,"ante dvarakanu kapadin srikrishna parantmudula , krishna nagar nu kapade mana boss nu manam telugu cinema ranganiki devudu anukovachu antaru ante kada "
772,3,0,3,5,2,Evey e dailouge cheppey bratakandi ega theater agutey chippa chetikey mi iddariki
773,3,1,2,5,2,Memu cheppinattu eppudu pettav ra erripuka
774,3,0,3,5,2,Boss tho movie cheyi Nani bro
775,3,0,3,5,2,Ramana Ravanna Cinema vosthandhi ra Load ethu Rampage Chupidham 
776,3,0,2,5,2,Hatrick 100cr pakka.Block Buster koduthunnamu anna
777,3,1,2,5,2,Anna Theatre visit ekkada ?
778,3,0,3,5,2,Repu mass Raja mass jathare  theaters lo 
779,3,0,1,5,2,RIP Nandamuri luccha fans.
780,3,1,5,5,2,Oreeyyy !! Meeru Karthik Tyagi ni atleast Sub lo kuda pettaru ...Alaantappudu aadni endhuku konaaru raa #SRH @SunRisers
781,3,0,1,5,2,Asurulaaa chakravartthi lankadhi pathi ee ravanasurudu ee dialogue meeku correct ga set aithaadhi sir
782,3,2,1,5,2,Biggest Utter flop... cheapest VFX  
783,3,1,2,5,2,"Pothe 10min, Vasthe Manchi Script........"
784,3,0,3,5,2,Inspiration stars annna meeru
786,3,0,3,5,2,MassMaharaja Rampage Starts Tomorrow 
787,3,0,3,5,2,Son tan lindos 
788,3,1,2,5,2,Appude top tier lo meeru meeru bandhuvulu ayipoyara
789,3,0,2,5,2,Em chepinav Anna 
790,3,0,0,5,2,chalanachitram tweets
791,3,0,3,5,2,Ante Manisharma bgm Pokiri ni entha lepindoo..Babu tweet cinema ni antha lepindi..ani Kavi bhaavam
792,3,0,3,5,2,Ee tym lo reply echavante yentha love anna meeku mb ante 
794,3,0,3,5,2,"Nuvu e play list edit chesi post chesinapudala match migitundhi mova"
795,3,2,1,5,2,title super ga vundi
796,3,0,3,5,2,Vachey Anna Adedham 
797,3,0,3,5,2,Ewwww anna ostundi match ki 
798,3,0,3,5,2,Addhi.. Mana Telugu bidda ante
799,3,1,5,5,2,Am over action dengutunnaru ra babu akada okka positive ledu movie lo serial better
800,3,0,3,5,2,nuv elli aadu anna eppudu aaduthuna players kante best 
801,3,0,3,5,2,Pavva kotti nuv naalugo peekithe gaani ee order set ayyeledu anna 
802,3,0,6,5,2,Stadium lo nikosm wait chesham anna
803,3,0,6,5,2,"O estagiário já parou de tremer de nervoso? Não se preocupa, melhor Aagust do que chamar o Yoongi de Agosto "
804,3,0,3,5,2,"Ipudunna team kante evar Elli adina better e , dharani , railway poorna ila chala places unnay"
805,3,2,1,5,2,"Ra anna oka match winning innings adu, DASARAW movie special shows esthe settu players ki"
806,6,0,1,5,2,Dharani gade re thope 
807,3,0,6,5,2,Maku dussara nani voddu Jersey nani ey muddu... 
808,3,0,3,5,2,meeru dussehra to pedda success andukunnanduku maa #MaheshBabu  anna fans tarapuna subhabhinandanalu
809,3,0,3,5,2,Kanisam dhekaledu kadha ra ninnu 
810,3,0,3,5,2, Ma arjun ekkadaina kanipistey srh squad lo join avvamani chpu vro... Ayina game aaditey hero laga untadu
811,6,0,3,5,2,Debbaki ha tarak gadi fans gali theesesina nani
812,3,1,2,5,2,Adi Team ki Vaddu Anna 
814,3,0,3,5,2,Match ki velli full support ivvu anna
815,9,0,3,0,0,seems you are playing better than some of the frauds
816,3,0,3,0,0,Reply ichi dhobbinchuko bro 
818,3,2,1,0,0,Nuvvu maathone unnav.. untaav chacahe varaku
819,3,2,1,0,0,Nekante peddha attention seeker inkokaru leru
820,3,0,3,0,0,Money estara vallaki  ada evaru lekuna kodutunaru
821,3,0,3,0,0,Entidi dinikey akakda antha janalu avaru unnaru an
822,3,0,3,0,0,10 no fans hungama naa ?
823,3,1,2,0,0,Health baledu anduke raledu ani eyachu ga reach ostadi
824,3,0,1,2,0,entha echav valaki ala cheyataniki?
825,3,0,3,0,0,Adhi atta dengu 
826,3,1,2,0,0,Nen em antanu ante Nuv shopping mall Opening ki velthe Free ga chudadaniki vachina vallu...Ticket petti chudadaniki ravatledhu
827,3,0,2,1,0,Saala jab tak hindustan me sanima hai....
828,3,0,3,0,0,No one faltu movie
829,3,0,3,0,0,Vere still di chesi undalsindhi
830,3,0,6,0,0,Assalu Thaggedhele 
831,3,0,3,0,0,Em cheddam Antav Mari
832,3,0,0,3,0,Movie bongu la undhi talk from everywhere
833,3,0,3,0,0,Neee Storieloooooo Herloooooola Feel ay pothu bratikesthuntav 
834,3,0,3,0,0,"ICON STAR Allu Arjun ni meeru mass ga, class ga choosi untaru, eesari oka blockbuster look tho aha mee mundu ki teskoni raabothundi..."
835,3,2,0,1,0,Bhaga bhaga Ragalaraa ft Pushpa 
836,3,0,3,0,0,Full pic unda edi na deggira undali miss indi
837,3,0,3,0,0,HEYY! megastar garu nannu MAHANATI ani mechukunnarochh!
838,3,0,3,0,0,Annayya anochu ga keerthy.. Manaa bhola promotion kooda ayyedhi
839,3,0,3,0,0,Andi enti andi.. call him annayya
840,3,0,0,3,0,Samantha ki aina budhi vundali... Deeni promote chesinanduku
841,3,0,6,0,0,Idhendhuku delete chesaaru Could have given even better depth to Vennela’s character
842,3,0,1,2,0,Bholaashankar Chelli ra Lucchas 
843,3,0,3,0,0,"Deleted scenes pettesthunaav ante twaralo OTT release anta, twarga chesey"
844,3,0,2,1,0,Ochey plss..Antha lucha gallu unnaru team lo.
845,3,0,3,0,0,Why the heck is she even allowed to do the movies? endhuku chestaro teleedhu
847,3,3,0,3,0,aakhari sannivesham varuku kallu thippakunda katti padeise virupaksha
848,3,3,1,2,0,aa reach endhi ayya
849,3,3,0,3,0,"Trick edo bagundi ....Nenu try chesta..
"
850,3,3,0,3,0,Mawa reply kottesav pattu pattu
851,3,3,0,3,0,Anukuna Thalakaya Edit Vesthadu ani he did it 
852,3,3,0,3,0,Em cheddam Antav Mari
853,3,3,0,0,0,"Under Ground Vellar Ga AA Fans Andar Niseeeeeee.,... "
854,3,3,0,3,0,Bongem kaadu
855,3,3,0,3,0,Waiting For 10K Followers & Friends 
856,3,3,0,3,0,500K+ Likes In 27Min
857,3,3,0,3,0,Em thelivi thakkuva chutiya gallu unnara mana society lo
858,3,3,1,2,0,Denamma akada kuda caste domination ey .. board lo members mostly are from one community.
859,3,3,0,0,0,villaki thikkundi daniko lekkundi...
860,3,3,0,3,0,YCP ki support cheyyadam start chesaka mee graph baaga perigindhi. 
861,3,4,0,0,0,atanu tisina satya cinema e rojuki kuda nenu chustanu
862,6,3,0,3,0,Oscar gurinchi rahul anna ki endhuku credit esthaleru aasal??
863,3,3,0,3,0,Anna next video song Rihaana tho plan chey
864,3,3,0,3,0,"Kaka, ekkada nundi ekkadiki vellinav  from Dhoolpet to Los Angeles "
866,3,3,0,3,0,Andaru humble ga ne untaaru
867,3,3,0,3,0,Congo Anna Celebrity aipoyaav 
868,3,3,0,3,0,"Te amo Apple music, no me decepciones nunca por favor "
869,3,3,1,0,0,Mama nuvvu acting kuda chimpinav..prati intlo neelanti alludu undali..so sweet...
870,3,3,0,0,0,"mee first Movie Big Block Busterrr kavali ani, avutundi ani, manasfurthiga nammuthunna brother"
871,3,3,0,3,0,chusaru kada ...story slow pace emana nadustada ? 
872,3,6,1,5,0,Yekkada bore feel kaaru..
873,3,3,0,3,0,Background lo undi chudu puli
874,3,3,0,0,0,Kapus ni paina attack chestaru anna jagarata
875,3,3,0,3,0,Check DM Ani @sivacherry9 nundi reply vastundi wait cheyi
876,3,3,0,3,0,Lyrics vini naku nijam ga telugu vacha ani #PARESHAN ayya anna
877,3,3,0,2,0,"Yoongi haciendo el challenge ""lo siento soy lindo"", porque es un idol de 4ta generación "
878,3,3,0,3,0,Anna season 2 yappudu 
879,3,3,0,3,0,Anna nuvvu kuda ilanti subject thoti Comeback avvali
880,3,3,0,3,0,Ma venky mama cheta ememo matladicharu kada ayaa.. 
881,3,6,0,2,0,Vachi OoAntavaMamaOohuAntavaMama step Vesthava
882,3,3,0,3,0,Bagundhi bro naaku nachindhi
883,3,3,1,2,0,ni pani eppudo ayipoyindi pette bede sardukoni dobbey
884,3,3,0,3,0,Me combo yepudu set avutundi anna 
885,3,3,1,0,0,Inkaa raaledhentaa anukunnaa...Vacchesaavaa babaii
886,3,3,0,2,0,Nani biggest movie pan Indian cinema spr het kavali best of luck nani garu
887,3,3,0,0,0,Viveka goddali potu meeda oka cinema plan chei Loafer RGV
888,3,3,0,3,0,Estaremos esperando por vc! Não importa quanto tempo levar isso! Até daqui a pouco! Na minha cabeça vc vai ali e volta já!
889,3,3,0,3,0,Nuv eppudu elanti movie chestunnav anna
890,3,3,1,2,0,Anna Netflix subscription ippinchu Rana Naidu chustha 
891,3,3,0,3,0,Manam eldham....lets goooooo
892,3,3,0,3,0,Celebrities andari accounts ki #BlueTick pothondi enti?
893,3,3,0,3,0,Vallaki kavallana money pay cheyali kada?
894,3,3,0,3,0,It's already blockbuster talk  venky mama
895,3,3,0,3,0,Nani 30 undi le dec 21 Inka mi pani out
896,3,3,0,3,0,HBD.........janmadina subhakankshalu saar
897,3,3,0,3,0,Hi annayya na peru anil victory anil meeku pedda abhimani ni madi krunool local
898,3,3,0,3,0,Sol da minha vida todinha 
899,3,3,0,3,0,Prabhu Deva Anukonta haa entry
900,3,3,1,2,0,Movie ni telugu lo kuda release cheyandi
901,3,3,0,3,0,Ramp dateTalk vasthe 100cr share cake walk
902,3,3,0,3,0,dammuntey dheeni gurinchi matladu ra...akkada.. 
903,3,3,0,2,0,Manchi Family Entartainment lu chey Anna
904,3,3,0,0,0,Strong Comeback ivuu Venky Mama
905,3,3,0,3,0,Mama oke oka manchi family entertainer ma mohana padeste chalu
906,3,3,1,2,0,Esari vidhvamsame 
907,3,3,0,3,0,sankranthi ki randi saar. sriramanavami subhakankshalu saar.
908,3,6,2,4,0,venkatesh ante...orignal actor .. rock's
909,3,3,0,3,0,Reply ichindi kabatti reach ochindhi lekapothe nannu evad dekthad
910,3,3,0,3,0,Poster awesome venkey mama  22-12-23 Waiting For this action
911,3,3,0,3,0,Eanti venky maama entha longuuuuuuuuuuu
912,3,3,0,2,0,redlaki m kharma pattinchav
913,3,3,0,3,0,manchi heroga niladokkukovadaniki 40 ellu pattindi.
914,3,6,0,1,0,Lucha vachadu again
915,3,3,1,2,0,Meeru change ayyaru...kotthaga try chesthunnaru superb
916,3,0,0,3,0,Jisko bhi lag raha ki Manish kasyap galat hai o ak bat tamilnadu me Jake dekhe pata chal jaiga
917,3,0,0,3,0,Nuvvu great bossu kontha mandhi vuntaru edupu kukkalu
918,3,0,0,3,0,Pilla puchha kaayalu :
919,3,0,0,3,0,@IamSaiDharamTej Rey kukka ma anna midi jealous unna sare em act chestunav ra boss dagara kukka na yala 
920,3,0,0,3,0,Blue tick ledhu 
921,3,0,0,3,0,In first Train scene okati untadi.. 
923,3,0,0,3,0,"
meeru vesina punadi rai chala balamainadi chiranjeevi garu. meeru mee kashtamto nirminchina soudham entho mandiki needanu istundi."
924,3,0,0,3,0,Mis dos hermosos ángeles 
925,3,0,0,3,0,virupaksha movie vuntundhi movie lo prathi scen ni meru chala intresting ga tiskellaru alanti writing nd screenplay
926,3,0,0,3,0,Enti boss neku kuda tick poyindi ha
927,3,0,0,3,0,Acharya records out antaga bossuu
928,3,0,0,3,0,Los e brillan con luz propia...LOS QUIERO 
929,3,0,0,3,0,Gulab jamulu notlo ki vachai cinema theatre lo
930,3,0,0,3,0,Dasara ki kuda veyochu kada ee msgs no body put up any wishes
931,3,0,0,3,0,Megaa nama samasram Boss
932,6,0,0,3,0,Ma vadinamma devatha megafamily ma boss devudu
933,3,0,0,3,0,Dasara ki late gaa tweet vesaav..ee movie ki late gaa endhuku tweet veyyaledhu..
934,4,0,0,3,0,nee kojja kodukkante lakshmi retl nayam
935,3,0,0,3,0,Dayyam cinema anta mama adi 
936,3,0,0,3,0,Rendu sarlu check cheskunna original acnt e na kaadha ani
937,3,0,0,3,0,Ne kallu padakunda vunte chalu brother
938,3,0,0,3,0,Tag thappu esav boss
939,3,0,0,3,0,Nen velthuna
940,3,0,0,3,0,Alanti vadini dhooram pettu swamyy
941,3,0,0,3,0,Walter vereay now veerupakasha it's already meaga
942,3,0,0,3,0,Mega kukkalu
943,3,0,0,3,0,waste na kodukulu ...endhuku pudtaro teleedhu
944,3,0,0,3,0,wow Is Movie 3Million   View 175k Like Best luck Bikram Sir Fan Likr Here
945,3,0,0,3,0,Boss trailer pakka mass  Waiting fo movie  srilankan fans
946,3,0,0,3,0,E movie ki editor unnado ledo....em editing chesavu ra sachinoda
947,3,0,0,3,0,Endhukura miru brathiki savandi
948,3,0,0,3,0,miru vadhu ante vadhu miru kukkalu ra
949,3,0,0,3,0,Remake of Bollywood movie  #PINK
950,3,0,0,3,0,ippatikaina taruvata match ki baga practices chesi randi
951,3,0,0,3,0,Kushi trailer ki wait chese vallu like cheyandi
952,3,0,0,3,0,Appudu indhulo sk fan evaru lerara
953,3,0,0,3,0,Thanks ra nakka Naa English meedha Doubt ochina prathisari ila nuv oka Tweet esi anni Clear chestav ra
954,3,0,0,3,0,Sorry AA NTR tweet esadu emo anukonna
955,3,0,0,3,0,"los dos y los siete unidos son estrellas mis amores ."
956,3,0,0,3,0,Rey naaka cinema motham ayipoyaka formality tweet vesav kadha
957,3,0,0,3,0,Ott lo vachaka esindali bhaai
958,3,0,0,3,0,Young and new talent ni encourage cheyyadam lo eppuduuu 1st untav bro 
959,3,0,0,3,0,prapanchanni vanikinchadani k pushpa raj vastunnadu....
960,3,0,0,3,0,Ippudu KonthAA mandi logic prakaram Dinner set cheyyadanike kada ee tweet
961,3,0,0,3,0,Valaki seperate theatre system a untadi
962,6,3,0,3,0,Tej ku kachitanga flop aa
963,3,0,0,3,0,Adhira bunny babu
964,3,0,0,3,0,Papam enni nightmares vunnayo ento
965,3,0,0,3,0,Hii anna ela unnav
966,3,0,0,3,0,nannu kuda mi gang lo join cheyandi ra please
967,6,0,0,3,0,E serum ela use cheyali ani koncham cheppandi
968,3,0,0,3,0,please e movie ni twaraga release cheyandi.......waiting ekkada
969,3,0,3,3,0,Antha aypoyaka ippudu esi enti use?
971,3,0,0,3,0,Inka konchem bgm local ga undi unte bagundu anukuntunna ra
973,3,0,0,3,0,wowwww.....e halwa evaru chesaru...vallani appreciate cheyali
974,3,0,0,3,0,Endhi bro a English National pan India hero nuvu a tweet enti skn vesadu ante tweet u 
975,3,0,0,3,0,Big congratulations lo mana nani anna .....Dasara super undhi anna
976,3,2,0,3,0,Pakka daridramaina movie 2020 
